Mod:Item:MetaData, Localized Name
pixelmon:tm_gen4:8, Sinnoh TM8: Bulk Up
pixelmon:tm_gen4:9, Sinnoh TM9: Bullet Seed
pixelmon:tm_gen4:10, Sinnoh TM10: Hidden Power
pixelmon:tm_gen4:11, Sinnoh TM11: Sunny Day
pixelmon:tm_gen4:12, Sinnoh TM12: Taunt
pixelmon:tm_gen4:13, Sinnoh TM13: Ice Beam
pixelmon:tm_gen4:14, Sinnoh TM14: Blizzard
pixelmon:tm_gen4:15, Sinnoh TM15: Hyper Beam
pixelmon:tm_gen4:16, Sinnoh TM16: Light Screen
pixelmon:tm_gen4:17, Sinnoh TM17: Protect
pixelmon:tm_gen4:18, Sinnoh TM18: Rain Dance
pixelmon:tm_gen4:19, Sinnoh TM19: Giga Drain
pixelmon:tm_gen4:20, Sinnoh TM20: Safeguard
pixelmon:tm_gen4:21, Sinnoh TM21: Frustration
pixelmon:tm_gen4:22, Sinnoh TM22: Solar Beam
pixelmon:tm_gen4:23, Sinnoh TM23: Iron Tail
pixelmon:tm_gen4:24, Sinnoh TM24: Thunderbolt
pixelmon:tm_gen4:25, Sinnoh TM25: Thunder
pixelmon:tm_gen4:26, Sinnoh TM26: Earthquake
pixelmon:tm_gen4:27, Sinnoh TM27: Return
pixelmon:tm_gen4:28, Sinnoh TM28: Dig
pixelmon:tm_gen4:29, Sinnoh TM29: Psychic
pixelmon:tm_gen4:30, Sinnoh TM30: Shadow Ball
pixelmon:tm_gen4:31, Sinnoh TM31: Brick Break
pixelmon:tm_gen4:32, Sinnoh TM32: Double Team
pixelmon:tm_gen4:33, Sinnoh TM33: Reflect
pixelmon:tm_gen4:34, Sinnoh TM34: Shock Wave
pixelmon:tm_gen4:35, Sinnoh TM35: Flamethrower
pixelmon:tm_gen4:36, Sinnoh TM36: Sludge Bomb
pixelmon:tm_gen4:37, Sinnoh TM37: Sandstorm
pixelmon:tm_gen4:38, Sinnoh TM38: Fire Blast
pixelmon:tm_gen4:39, Sinnoh TM39: Rock Tomb
pixelmon:tm_gen4:40, Sinnoh TM40: Aerial Ace
pixelmon:tm_gen4:41, Sinnoh TM41: Torment
pixelmon:tm_gen4:42, Sinnoh TM42: Facade
pixelmon:tm_gen4:43, Sinnoh TM43: Secret Power
pixelmon:tm_gen4:44, Sinnoh TM44: Rest
pixelmon:tm_gen4:45, Sinnoh TM45: Attract
pixelmon:tm_gen4:46, Sinnoh TM46: Thief
pixelmon:tm_gen4:47, Sinnoh TM47: Steel Wing
pixelmon:tm_gen4:48, Sinnoh TM48: Skill Swap
pixelmon:tm_gen4:49, Sinnoh TM49: Snatch
pixelmon:tm_gen4:50, Sinnoh TM50: Overheat
pixelmon:tm_gen4:51, Sinnoh TM51: Roost
pixelmon:tm_gen4:52, Sinnoh TM52: Focus Blast
pixelmon:tm_gen4:53, Sinnoh TM53: Energy Ball
pixelmon:tm_gen4:54, Sinnoh TM54: False Swipe
pixelmon:tm_gen4:55, Sinnoh TM55: Brine
pixelmon:tm_gen4:56, Sinnoh TM56: Fling
pixelmon:tm_gen4:57, Sinnoh TM57: Charge Beam
pixelmon:tm_gen4:58, Sinnoh TM58: Endure
pixelmon:tm_gen4:59, Sinnoh TM59: Dragon Pulse
pixelmon:tm_gen4:60, Sinnoh TM60: Drain Punch
pixelmon:tm_gen4:61, Sinnoh TM61: Will-O-Wisp
pixelmon:tm_gen4:62, Sinnoh TM62: Silver Wind
pixelmon:tm_gen4:63, Sinnoh TM63: Embargo
pixelmon:tm_gen4:64, Sinnoh TM64: Explosion
pixelmon:tm_gen4:65, Sinnoh TM65: Shadow Claw
pixelmon:tm_gen4:66, Sinnoh TM66: Payback
pixelmon:tm_gen4:67, Sinnoh TM67: Recycle
pixelmon:tm_gen4:68, Sinnoh TM68: Giga Impact
pixelmon:tm_gen4:69, Sinnoh TM69: Rock Polish
pixelmon:tm_gen4:70, Sinnoh TM70: Flash
pixelmon:tm_gen4:71, Sinnoh TM71: Stone Edge
pixelmon:tm_gen4:72, Sinnoh TM72: Avalanche
pixelmon:tm_gen4:73, Sinnoh TM73: Thunder Wave
pixelmon:tm_gen4:74, Sinnoh TM74: Gyro Ball
pixelmon:tm_gen4:75, Sinnoh TM75: Swords Dance
pixelmon:tm_gen4:76, Sinnoh TM76: Stealth Rock
pixelmon:tm_gen4:77, Sinnoh TM77: Psych Up
pixelmon:tm_gen4:78, Sinnoh TM78: Captivate
pixelmon:tm_gen4:79, Sinnoh TM79: Dark Pulse
pixelmon:tm_gen4:80, Sinnoh TM80: Rock Slide
pixelmon:tm_gen4:81, Sinnoh TM81: X-Scissor
pixelmon:tm_gen4:82, Sinnoh TM82: Sleep Talk
pixelmon:tm_gen4:83, Sinnoh TM83: Natural Gift
pixelmon:tm_gen4:84, Sinnoh TM84: Poison Jab
pixelmon:tm_gen4:85, Sinnoh TM85: Dream Eater
pixelmon:tm_gen4:86, Sinnoh TM86: Grass Knot
pixelmon:tm_gen4:87, Sinnoh TM87: Swagger
pixelmon:tm_gen4:88, Sinnoh TM88: Pluck
pixelmon:tm_gen4:89, Sinnoh TM89: U-turn
pixelmon:tm_gen4:90, Sinnoh TM90: Substitute
pixelmon:tm_gen4:91, Sinnoh TM91: Flash Cannon
pixelmon:tm_gen4:92, Sinnoh TM92: Trick Room
pixelmon:tm_gen4_blank, Blank Sinnoh TM
pixelmon:tm_gen3:1, Hoenn TM1: Focus Punch
pixelmon:tm_gen3:2, Hoenn TM2: Dragon Claw
pixelmon:tm_gen3:3, Hoenn TM3: Water Pulse
pixelmon:tm_gen3:4, Hoenn TM4: Calm Mind
pixelmon:tm_gen3:5, Hoenn TM5: Roar
pixelmon:tm_gen3:6, Hoenn TM6: Toxic
pixelmon:tm_gen3:7, Hoenn TM7: Hail
pixelmon:tm_gen3:8, Hoenn TM8: Bulk Up
pixelmon:tm_gen3:9, Hoenn TM9: Bullet Seed
pixelmon:tm_gen3:10, Hoenn TM10: Hidden Power
pixelmon:tm_gen3:11, Hoenn TM11: Sunny Day
pixelmon:tm_gen3:12, Hoenn TM12: Taunt
pixelmon:tm_gen3:13, Hoenn TM13: Ice Beam
pixelmon:tm_gen3:14, Hoenn TM14: Blizzard
pixelmon:tm_gen3:15, Hoenn TM15: Hyper Beam
pixelmon:tm_gen3:16, Hoenn TM16: Light Screen
pixelmon:tm_gen3:17, Hoenn TM17: Protect
pixelmon:tm_gen3:18, Hoenn TM18: Rain Dance
pixelmon:tm_gen3:19, Hoenn TM19: Giga Drain
pixelmon:tm_gen3:20, Hoenn TM20: Safeguard
pixelmon:tm_gen3:21, Hoenn TM21: Frustration
pixelmon:tm_gen3:22, Hoenn TM22: Solar Beam
pixelmon:tm_gen3:23, Hoenn TM23: Iron Tail
pixelmon:tm_gen3:24, Hoenn TM24: Thunderbolt
pixelmon:tm_gen3:25, Hoenn TM25: Thunder
pixelmon:tm_gen3:26, Hoenn TM26: Earthquake
pixelmon:tm_gen3:27, Hoenn TM27: Return
pixelmon:tm_gen3:28, Hoenn TM28: Dig
pixelmon:tm_gen3:29, Hoenn TM29: Psychic
pixelmon:tm_gen3:30, Hoenn TM30: Shadow Ball
pixelmon:tm_gen3:31, Hoenn TM31: Brick Break
pixelmon:tm_gen3:32, Hoenn TM32: Double Team
pixelmon:tm_gen3:33, Hoenn TM33: Reflect
pixelmon:tm_gen3:34, Hoenn TM34: Shock Wave
pixelmon:tm_gen3:35, Hoenn TM35: Flamethrower
pixelmon:tm_gen3:36, Hoenn TM36: Sludge Bomb
pixelmon:tm_gen3:37, Hoenn TM37: Sandstorm
pixelmon:tm_gen3:38, Hoenn TM38: Fire Blast
pixelmon:tm_gen3:39, Hoenn TM39: Rock Tomb
pixelmon:tm_gen3:40, Hoenn TM40: Aerial Ace
pixelmon:tm_gen3:41, Hoenn TM41: Torment
pixelmon:tm_gen3:42, Hoenn TM42: Facade
pixelmon:tm_gen3:43, Hoenn TM43: Secret Power
pixelmon:tm_gen3:44, Hoenn TM44: Rest
pixelmon:tm_gen3:45, Hoenn TM45: Attract
pixelmon:tm_gen3:46, Hoenn TM46: Thief
pixelmon:tm_gen3:47, Hoenn TM47: Steel Wing
pixelmon:tm_gen3:48, Hoenn TM48: Skill Swap
pixelmon:tm_gen3:49, Hoenn TM49: Snatch
pixelmon:tm_gen3:50, Hoenn TM50: Overheat
pixelmon:tm_gen3_blank, Blank Hoenn TM
pixelmon:tm_gen2:1, Johto TM1: Dynamic Punch
pixelmon:tm_gen2:2, Johto TM2: Headbutt
pixelmon:tm_gen2:3, Johto TM3: Curse
pixelmon:tm_gen2:4, Johto TM4: Rollout
pixelmon:tm_gen2:5, Johto TM5: Roar
pixelmon:tm_gen2:6, Johto TM6: Toxic
pixelmon:tm_gen2:7, Johto TM7: Zap Cannon
pixelmon:tm_gen2:8, Johto TM8: Rock Smash
pixelmon:tm_gen2:9, Johto TM9: Psych Up
pixelmon:tm_gen2:10, Johto TM10: Hidden Power
pixelmon:tm_gen2:11, Johto TM11: Sunny Day
pixelmon:tm_gen2:12, Johto TM12: Sweet Scent
pixelmon:tm_gen2:13, Johto TM13: Snore
pixelmon:tm_gen2:14, Johto TM14: Blizzard
pixelmon:tm_gen2:15, Johto TM15: Hyper Beam
pixelmon:tm_gen2:16, Johto TM16: Icy Wind
pixelmon:tm_gen2:17, Johto TM17: Protect
pixelmon:tm_gen2:18, Johto TM18: Rain Dance
pixelmon:tm_gen2:19, Johto TM19: Giga Drain
pixelmon:tm_gen2:20, Johto TM20: Endure
pixelmon:tm_gen2:21, Johto TM21: Frustration
pixelmon:tm_gen2:22, Johto TM22: Solar Beam
pixelmon:tm_gen2:23, Johto TM23: Iron Tail
pixelmon:tm_gen2:24, Johto TM24: Dragon Breath
pixelmon:tm_gen2:25, Johto TM25: Thunder
pixelmon:tm_gen2:26, Johto TM26: Earthquake
pixelmon:tm_gen2:27, Johto TM27: Return
pixelmon:tm_gen2:28, Johto TM28: Dig
pixelmon:tm_gen2:29, Johto TM29: Psychic
pixelmon:tm_gen2:30, Johto TM30: Shadow Ball
pixelmon:tm_gen2:31, Johto TM31: Mud-Slap
pixelmon:tm_gen2:32, Johto TM32: Double Team
pixelmon:tm_gen2:33, Johto TM33: Ice Punch
pixelmon:tm_gen2:34, Johto TM34: Swagger
pixelmon:tm_gen2:35, Johto TM35: Sleep Talk
pixelmon:tm_gen2:36, Johto TM36: Sludge Bomb
pixelmon:tm_gen2:37, Johto TM37: Sandstorm
pixelmon:tm_gen2:38, Johto TM38: Fire Blast
pixelmon:tm_gen2:39, Johto TM39: Swift
pixelmon:tm_gen2:40, Johto TM40: Defense Curl
pixelmon:tm_gen2:41, Johto TM41: Thunder Punch
pixelmon:tm_gen2:42, Johto TM42: Dream Eater
pixelmon:tm_gen2:43, Johto TM43: Detect
pixelmon:tm_gen2:44, Johto TM44: Rest
pixelmon:tm_gen2:45, Johto TM45: Attract
pixelmon:tm_gen2:46, Johto TM46: Thief
pixelmon:tm_gen2:47, Johto TM47: Steel Wing
pixelmon:tm_gen2:48, Johto TM48: Fire Punch
pixelmon:tm_gen2:49, Johto TM49: Fury Cutter
pixelmon:tm_gen2:50, Johto TM50: Nightmare
pixelmon:tm_gen2_blank, Blank Johto TM
pixelmon:tm_gen1:1, Kanto TM1: Mega Punch
pixelmon:tm_gen1:2, Kanto TM2: Razor Wind
pixelmon:tm_gen1:3, Kanto TM3: Swords Dance
pixelmon:tm_gen1:4, Kanto TM4: Whirlwind
pixelmon:tm_gen1:5, Kanto TM5: Mega Kick
pixelmon:tm_gen1:6, Kanto TM6: Toxic
pixelmon:tm_gen1:7, Kanto TM7: Horn Drill
pixelmon:tm_gen1:8, Kanto TM8: Body Slam
pixelmon:tm_gen1:9, Kanto TM9: Take Down
pixelmon:tm_gen1:10, Kanto TM10: Double-Edge
pixelmon:tm_gen1:11, Kanto TM11: Bubble Beam
pixelmon:tm_gen1:12, Kanto TM12: Water Gun
pixelmon:tm_gen1:13, Kanto TM13: Ice Beam
pixelmon:tm_gen1:14, Kanto TM14: Blizzard
pixelmon:tm_gen1:15, Kanto TM15: Hyper Beam
pixelmon:tm_gen1:16, Kanto TM16: Pay Day
pixelmon:tm_gen1:17, Kanto TM17: Submission
pixelmon:tm_gen1:18, Kanto TM18: Counter
pixelmon:tm_gen1:19, Kanto TM19: Seismic Toss
pixelmon:tm_gen1:20, Kanto TM20: Rage
pixelmon:tm_gen1:21, Kanto TM21: Mega Drain
pixelmon:tm_gen1:22, Kanto TM22: Solar Beam
pixelmon:tm_gen1:23, Kanto TM23: Dragon Rage
pixelmon:tm_gen1:24, Kanto TM24: Thunderbolt
pixelmon:tm_gen1:25, Kanto TM25: Thunder
pixelmon:tm_gen1:26, Kanto TM26: Earthquake
pixelmon:tm_gen1:27, Kanto TM27: Fissure
pixelmon:tm_gen1:28, Kanto TM28: Dig
pixelmon:tm_gen1:29, Kanto TM29: Psychic
pixelmon:tm_gen1:30, Kanto TM30: Teleport
pixelmon:tm_gen1:31, Kanto TM31: Mimic
pixelmon:tm_gen1:32, Kanto TM32: Double Team
pixelmon:tm_gen1:33, Kanto TM33: Reflect
pixelmon:tm_gen1:34, Kanto TM34: Bide
pixelmon:tm_gen1:35, Kanto TM35: Metronome
pixelmon:tm_gen1:36, Kanto TM36: Self-Destruct
pixelmon:tm_gen1:37, Kanto TM37: Egg Bomb
pixelmon:tm_gen1:38, Kanto TM38: Fire Blast
pixelmon:tm_gen1:39, Kanto TM39: Swift
pixelmon:tm_gen1:40, Kanto TM40: Skull Bash
pixelmon:tm_gen1:41, Kanto TM41: Soft-Boiled
pixelmon:tm_gen1:42, Kanto TM42: Dream Eater
pixelmon:tm_gen1:43, Kanto TM43: Sky Attack
pixelmon:tm_gen1:44, Kanto TM44: Rest
pixelmon:tm_gen1:45, Kanto TM45: Thunder Wave
pixelmon:tm_gen1:46, Kanto TM46: Psywave
pixelmon:tm_gen1:47, Kanto TM47: Explosion
pixelmon:tm_gen1:48, Kanto TM48: Rock Slide
pixelmon:tm_gen1:49, Kanto TM49: Tri Attack
pixelmon:tm_gen1:50, Kanto TM50: Substitute
pixelmon:tm_gen1_blank, Blank Kanto TM
pixelmon:pokemail_air, Air Mail
pixelmon:pokemail_bloom, Bloom Mail
pixelmon:pokemail_brick, Brick Mail
pixelmon:pokemail_bridged, BridgeMail D
pixelmon:pokemail_bridgem, BridgeMail M
pixelmon:pokemail_bridges, BridgeMail S
pixelmon:pokemail_bridgev, BridgeMail V
pixelmon:pokemail_bubble, Bubble Mail
pixelmon:pokemail_dream, Dream Mail
pixelmon:pokemail_fab, Fab Mail
pixelmon:pokemail_favored, Favored Mail
pixelmon:pokemail_flame, Flame Mail
pixelmon:pokemail_glitter, Glitter Mail
pixelmon:pokemail_grass, Grass Mail
pixelmon:pokemail_greet, Greet Mail
pixelmon:pokemail_heart, Heart Mail
pixelmon:pokemail_inquiry, Inquiry Mail
pixelmon:pokemail_like, Like Mail
pixelmon:pokemail_mech, Mech Mail
pixelmon:pokemail_mosaic, Mosaic Mail
pixelmon:pokemail_orange, Orange Mail
pixelmon:pokemail_reply, Reply Mail
pixelmon:pokemail_retro, Retro Mail
pixelmon:pokemail_rsvp, RSVP Mail
pixelmon:pokemail_snow, Snow Mail
pixelmon:pokemail_space, Space Mail
pixelmon:pokemail_steel, Steel Mail
pixelmon:pokemail_thanks, Thanks Mail
pixelmon:pokemail_wave, Wave Mail
pixelmon:pokemail_wood, Wood Mail
pixelmon:lure_normal_weak, Weak Normal Lure
pixelmon:lure_fire_weak, Weak Fire Lure
pixelmon:lure_water_weak, Weak Water Lure
pixelmon:lure_electric_weak, Weak Electric Lure
pixelmon:lure_grass_weak, Weak Grass Lure
pixelmon:lure_ice_weak, Weak Ice Lure
pixelmon:lure_fighting_weak, Weak Fighting Lure
pixelmon:lure_poison_weak, Weak Poison Lure
pixelmon:lure_ground_weak, Weak Ground Lure
pixelmon:lure_flying_weak, Weak Flying Lure
pixelmon:lure_psychic_weak, Weak Psychic Lure
pixelmon:lure_bug_weak, Weak Bug Lure
pixelmon:lure_rock_weak, Weak Rock Lure
pixelmon:lure_ghost_weak, Weak Ghost Lure
pixelmon:lure_dragon_weak, Weak Dragon Lure
pixelmon:lure_dark_weak, Weak Dark Lure
pixelmon:lure_steel_weak, Weak Steel Lure
pixelmon:lure_fairy_weak, Weak Fairy Lure
pixelmon:lure_shiny_weak, Weak Shiny Lure
pixelmon:lure_ha_weak, Weak Hidden Ability Lure
pixelmon:lure_normal_strong, Strong Normal Lure
pixelmon:lure_fire_strong, Strong Fire Lure
pixelmon:lure_water_strong, Strong Water Lure
pixelmon:lure_electric_strong, Strong Electric Lure
pixelmon:lure_grass_strong, Strong Grass Lure
pixelmon:lure_ice_strong, Strong Ice Lure
pixelmon:lure_fighting_strong, Strong Fighting Lure
pixelmon:lure_poison_strong, Strong Poison Lure
pixelmon:lure_ground_strong, Strong Ground Lure
pixelmon:lure_flying_strong, Strong Flying Lure
pixelmon:lure_psychic_strong, Strong Psychic Lure
pixelmon:lure_bug_strong, Strong Bug Lure
pixelmon:lure_rock_strong, Strong Rock Lure
pixelmon:lure_ghost_strong, Strong Ghost Lure
pixelmon:lure_dragon_strong, Strong Dragon Lure
pixelmon:lure_dark_strong, Strong Dark Lure
pixelmon:lure_steel_strong, Strong Steel Lure
pixelmon:lure_fairy_strong, Strong Fairy Lure
pixelmon:lure_shiny_strong, Strong Shiny Lure
pixelmon:lure_ha_strong, Strong Hidden Ability Lure
pixelmon:lure_casing_weak, Iron Lure Casing
pixelmon:lure_casing_strong, Gold Lure Casing
globalxp:xp_block, XP Block
simpletomb:grave_key, Grave Key
supertools:hammerwood, Wooden Hammer
supertools:hammerstone, Stone Hammer
supertools:hammeriron, Iron Hammer
supertools:hammergold, Gold Hammer
supertools:hammerdiamond, Diamond Hammer
supertools:shovelwood, Wooden Shovel
supertools:shovelstone, Stone Shovel
supertools:shoveliron, Iron Shovel
supertools:shovelgold, Gold Shovel
supertools:shoveldiamond, Diamond Shovel
betterbuilderswands:wandstone, Stone Wand
betterbuilderswands:wandiron, Iron Wand
betterbuilderswands:wanddiamond, Diamond Wand
betterbuilderswands:wandunbreakable, Unbreakable Wand
harvestcraft:blackberryitem, Blackberry
harvestcraft:blackberryseeditem, Blackberry Seed
harvestcraft:blueberryitem, Blueberry
harvestcraft:blueberryseeditem, Blueberry Seed
harvestcraft:candleberryitem, Candleberry
harvestcraft:candleberryseeditem, Candleberry Seed
harvestcraft:raspberryitem, Raspberry
harvestcraft:raspberryseeditem, Raspberry Seed
harvestcraft:strawberryitem, Strawberry
harvestcraft:strawberryseeditem, Strawberry Seed
harvestcraft:cactusfruititem, Cactus Fruit
harvestcraft:cactusfruitseeditem, Cactus Fruit Seed
harvestcraft:asparagusitem, Asparagus
harvestcraft:asparagusseeditem, Asparagus Seed
harvestcraft:barleyitem, Barley
harvestcraft:barleyseeditem, Barley Seed
harvestcraft:oatsitem, Oats
harvestcraft:oatsseeditem, Oats Seed
harvestcraft:ryeitem, Rye
harvestcraft:ryeseeditem, Rye Seed
harvestcraft:cornitem, Corn
harvestcraft:cornseeditem, Corn Seed
harvestcraft:bambooshootitem, Bamboo Shoot
harvestcraft:bambooshootseeditem, Bamboo Shoot Seed
harvestcraft:cantaloupeitem, Cantaloupe
harvestcraft:cantaloupeseeditem, Cantaloupe Seed
harvestcraft:cucumberitem, Cucumber
harvestcraft:cucumberseeditem, Cucumber Seed
harvestcraft:wintersquashitem, Winter Squash
harvestcraft:wintersquashseeditem, Winter Squash Seed
harvestcraft:zucchiniitem, Zucchini
harvestcraft:zucchiniseeditem, Zucchini Seed
harvestcraft:beetitem, Beet
harvestcraft:beetseeditem, Beet Seed
harvestcraft:onionitem, Onion
harvestcraft:onionseeditem, Onion Seed
harvestcraft:parsnipitem, Parsnip
harvestcraft:parsnipseeditem, Parsnip Seed
harvestcraft:peanutitem, Peanut
harvestcraft:peanutseeditem, Peanut Seed
harvestcraft:radishitem, Radish
harvestcraft:radishseeditem, Radish Seed
harvestcraft:rutabagaitem, Rutabaga
harvestcraft:rutabagaseeditem, Rutabaga Seed
harvestcraft:sweetpotatoitem, Sweet Potato
harvestcraft:sweetpotatoseeditem, Sweet Potato Seed
harvestcraft:turnipitem, Turnip
harvestcraft:turnipseeditem, Turnip Seed
harvestcraft:rhubarbitem, Rhubarb
harvestcraft:rhubarbseeditem, Rhubarb Seed
harvestcraft:celeryitem, Celery
harvestcraft:celeryseeditem, Celery Seed
harvestcraft:garlicitem, Garlic
harvestcraft:garlicseeditem, Garlic Seed
harvestcraft:gingeritem, Ginger
harvestcraft:gingerseeditem, Ginger Seed
harvestcraft:spiceleafitem, Spice Leaf
harvestcraft:spiceleafseeditem, Spice Leaf Seed
harvestcraft:tealeafitem, Tea Leaf
harvestcraft:teaseeditem, Tea Seed
harvestcraft:coffeebeanitem, Coffee Beans
harvestcraft:coffeeseeditem, Coffee Seed
harvestcraft:mustardseedsitem, Mustard Seeds
harvestcraft:mustardseeditem, Mustard Seed
harvestcraft:broccoliitem, Broccoli
harvestcraft:broccoliseeditem, Broccoli Seed
harvestcraft:caulifloweritem, Cauliflower
harvestcraft:cauliflowerseeditem, Cauliflower Seed
harvestcraft:leekitem, Leek
harvestcraft:leekseeditem, Leek Seed
harvestcraft:lettuceitem, Lettuce
harvestcraft:lettuceseeditem, Lettuce Seed
harvestcraft:scallionitem, Scallion
harvestcraft:scallionseeditem, Scallion Seed
harvestcraft:artichokeitem, Artichoke
harvestcraft:artichokeseeditem, Artichoke Seed
harvestcraft:brusselsproutitem, Brussel Sprout
harvestcraft:brusselsproutseeditem, Brussel Sprout Seed
harvestcraft:cabbageitem, Cabbage
harvestcraft:cabbageseeditem, Cabbage Seed
harvestcraft:spinachitem, Spinach
harvestcraft:spinachseeditem, Spinach Seed
harvestcraft:whitemushroomitem, White Mushroom
harvestcraft:whitemushroomseeditem, White Mushroom Spore
harvestcraft:beanitem, Beans
harvestcraft:beanseeditem, Bean Seed
harvestcraft:soybeanitem, Soybean
harvestcraft:soybeanseeditem, Soybean Seed
harvestcraft:bellpepperitem, Bellpepper
harvestcraft:bellpepperseeditem, Bellpepper Seed
harvestcraft:chilipepperitem, Chili Pepper
harvestcraft:chilipepperseeditem, Chili Pepper Seed
harvestcraft:eggplantitem, Eggplant
harvestcraft:eggplantseeditem, Eggplant Seed
harvestcraft:okraitem, Okra
harvestcraft:okraseeditem, Okra Seed
harvestcraft:peasitem, Peas
harvestcraft:peasseeditem, Peas Seed
harvestcraft:tomatoitem, Tomato
harvestcraft:tomatoseeditem, Tomato Seed
harvestcraft:cottonitem, Cotton
harvestcraft:cottonseeditem, Cotton Seed
harvestcraft:pineappleitem, Pineapple
harvestcraft:pineappleseeditem, Pineapple Seed
harvestcraft:grapeitem, Grape
harvestcraft:grapeseeditem, Grape Seed
harvestcraft:kiwiitem, Kiwi
harvestcraft:kiwiseeditem, Kiwi Seed
harvestcraft:cranberryitem, Cranberry
harvestcraft:cranberryseeditem, Cranberry Seed
harvestcraft:riceitem, Rice
harvestcraft:riceseeditem, Rice Seed
harvestcraft:seaweeditem, Seaweed
harvestcraft:seaweedseeditem, Seaweed Seed
harvestcraft:curryleafitem, Curry Leaf
harvestcraft:curryleafseeditem, Curry Leaf Seed
harvestcraft:sesameseedsitem, Sesame Seeds
harvestcraft:sesameseedsseeditem, Sesame Seeds Seed
harvestcraft:waterchestnutitem, Water Chestnut
harvestcraft:waterchestnutseeditem, Water Chestnut Seed
harvestcraft:gigapickleitem, Giga Pickle
harvestcraft:gigapickleseeditem, Giga Pickle Seed
harvestcraft:kaleitem, Kale
harvestcraft:kaleseeditem, Kale Seed
harvestcraft:agaveitem, Agave
harvestcraft:agaveseeditem, Agave Seed
harvestcraft:amaranthitem, Amaranth
harvestcraft:amaranthseeditem, Amaranth Seed
harvestcraft:arrowrootitem, Arrowroot
harvestcraft:arrowrootseeditem, Arrowroot Seed
harvestcraft:cassavaitem, Cassava
harvestcraft:cassavaseeditem, Cassava Seed
harvestcraft:chickpeaitem, Chickpeas
harvestcraft:chickpeaseeditem, Chickpea Seed
harvestcraft:elderberryitem, Elderberry
harvestcraft:elderberryseeditem, Elderberry Seed
harvestcraft:flaxitem, Flax
harvestcraft:flaxseeditem, Flax Seed
harvestcraft:greengrapeitem, Green Grape
harvestcraft:greengrapeseeditem, Green Grape Seed
harvestcraft:huckleberryitem, Huckleberry
harvestcraft:huckleberryseeditem, Huckleberry Seed
harvestcraft:jicamaitem, Jicama
harvestcraft:jicamaseeditem, Jicama Seed
harvestcraft:juteitem, Jute
harvestcraft:juteseeditem, Jute Seed
harvestcraft:kenafitem, Kenaf
harvestcraft:kenafseeditem, Kenaf Seed
harvestcraft:kohlrabiitem, Kohlrabi
harvestcraft:kohlrabiseeditem, Kohlrabi Seed
harvestcraft:lentilitem, Lentils
harvestcraft:lentilseeditem, Lentil Seed
harvestcraft:milletitem, Millet
harvestcraft:milletseeditem, Millet Seed
harvestcraft:mulberryitem, Mulberry
harvestcraft:mulberryseeditem, Mulberry Seed
harvestcraft:quinoaitem, Quinoa
harvestcraft:quinoaseeditem, Quinoa Seed
harvestcraft:sisalitem, Sisal
harvestcraft:sisalseeditem, Sisal Seed
harvestcraft:taroitem, Taro
harvestcraft:taroseeditem, Taro Seed
harvestcraft:tomatilloitem, Tomatillo
harvestcraft:tomatilloseeditem, Tomatillo Seed
harvestcraft:juniperberryitem, Juniperberry
harvestcraft:juniperberryseeditem, Juniperberry Seed
harvestcraft:date_sapling, Date Sapling
harvestcraft:dateitem, Date
harvestcraft:pamdate, Date
harvestcraft:papaya_sapling, Papaya Sapling
harvestcraft:papayaitem, Papaya
harvestcraft:pampapaya, Papaya
harvestcraft:cherry_sapling, Cherry Sapling
harvestcraft:cherryitem, Cherry
harvestcraft:pamcherry, Cherry
harvestcraft:fig_sapling, Fig Sapling
harvestcraft:figitem, Fig
harvestcraft:pamfig, Fig
harvestcraft:soursop_sapling, Soursop Sapling
harvestcraft:soursopitem, Soursop
harvestcraft:pamsoursop, Soursop
harvestcraft:dragonfruit_sapling, Dragonfruit Sapling
harvestcraft:dragonfruititem, Dragonfruit
harvestcraft:pamdragonfruit, Dragonfruit
harvestcraft:rambutan_sapling, Rambutan Sapling
harvestcraft:rambutanitem, Rambutan
harvestcraft:pamrambutan, Rambutan
harvestcraft:jackfruit_sapling, Jackfruit Sapling
harvestcraft:jackfruititem, Jackfruit
harvestcraft:pamjackfruit, Jackfruit
harvestcraft:passionfruit_sapling, Passion Fruit Sapling
harvestcraft:passionfruititem, Passion Fruit
harvestcraft:pampassionfruit, Passionfruit
harvestcraft:apple_sapling, Apple Sapling
harvestcraft:pamapple, Apple
harvestcraft:lemon_sapling, Lemon Sapling
harvestcraft:lemonitem, Lemon
harvestcraft:pamlemon, Lemon
harvestcraft:pear_sapling, Pear Sapling
harvestcraft:pearitem, Pear
harvestcraft:pampear, Pear
harvestcraft:olive_sapling, Olive Sapling
harvestcraft:oliveitem, Olive
harvestcraft:pamolive, Olive
harvestcraft:spiderweb_sapling, Spider Web Sapling
harvestcraft:pamspiderweb, Spider Web
harvestcraft:grapefruit_sapling, Grapefruit Sapling
harvestcraft:grapefruititem, Grapefruit
harvestcraft:pamgrapefruit, Grapefruit
harvestcraft:pomegranate_sapling, Pomegranate Sapling
harvestcraft:pomegranateitem, Pomegranate
harvestcraft:pampomegranate, Pomegranate
harvestcraft:cashew_sapling, Cashew Sapling
harvestcraft:cashewitem, Cashew
harvestcraft:pamcashew, Cashew
harvestcraft:vanillabean_sapling, Vanilla Sapling
harvestcraft:vanillabeanitem, Vanilla Bean
harvestcraft:pamvanillabean, Vanilla Bean
